clause_id,clause_text,jurisdiction,clause_type,monthly_rent_bracket,legal_basis,risk_label,label_source,rationale,monthly_rent_bracket_raw,legal_basis_raw,flagged_for_review
DEL-NL-014-V2,"During the three-month lock-in, the tenant may vacate but remains liable for the contractual early-exit charge.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v2,Notice and lock-in provisions are primarily contractual outside an applicable statutory regime.,"₹3,501–₹15,000",contractual,False
DEL-NL-015-V2,Either party may waive the notice period by written agreement.,delhi,notice_lockin,above_3500,statutory,High Risk,synthetic_augmented_v2,A unilateral termination power or unclear lock-in consequence can materially increase tenant risk.,"₹15,001–₹30,000",statutory,True
DEL-NL-016-V2,A notice period shorter than the contractual period may be accepted if the landlord re-lets the premises earlier.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause requires the applicable tenancy regime and surrounding agreement to determine the legal effect.,">₹30,000",market_deviation,False
DEL-NL-017-V2,Tenant shall pay one month's rent in lieu of notice unless the parties agree to an earlier handover.,delhi,notice_lockin,le_3500,general_law,Safe,synthetic_augmented_v2,A clear bilateral notice mechanism is generally easier to administer and verify.,"≤₹3,500",general_law,False
DEL-NL-018-V2,The lock-in period applies only to the tenant; landlord may terminate at any time without compensation.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v2,Notice and lock-in provisions are primarily contractual outside an applicable statutory regime.,"₹3,501–₹15,000",contractual,False
DEL-NL-019-V2,Any renewal must be confirmed in writing before the current term expires.,delhi,notice_lockin,above_3500,statutory,High Risk,synthetic_augmented_v2,A unilateral termination power or unclear lock-in consequence can materially increase tenant risk.,"₹15,001–₹30,000",statutory,True
DEL-NL-020-V2,Notice shall be deemed served three business days after dispatch to the email address stated in the agreement.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause requires the applicable tenancy regime and surrounding agreement to determine the legal effect.,">₹30,000",market_deviation,False
DEL-NL-021-V2,Tenant's notice is invalid unless accompanied by a proposed inspection date.,delhi,notice_lockin,le_3500,general_law,Safe,synthetic_augmented_v2,A clear bilateral notice mechanism is generally easier to administer and verify.,"≤₹3,500",general_law,False
DEL-NL-022-V2,Landlord shall give reasonable contractual notice before ending the tenancy except where the agreement provides otherwise.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v2,Notice and lock-in provisions are primarily contractual outside an applicable statutory regime.,"₹3,501–₹15,000",contractual,False
DEL-NL-023-V2,The agreement contains a six-month lock-in but does not explain the consequences of early exit.,delhi,notice_lockin,above_3500,statutory,High Risk,synthetic_augmented_v2,A unilateral termination power or unclear lock-in consequence can materially increase tenant risk.,"₹15,001–₹30,000",statutory,True
DEL-NL-024-V2,Tenant may terminate during lock-in upon paying an amount equal to two months' rent.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause requires the applicable tenancy regime and surrounding agreement to determine the legal effect.,">₹30,000",market_deviation,False
DEL-NL-025-V2,"Notice may be delivered personally, by registered post, or through the agreed electronic address.",delhi,notice_lockin,le_3500,general_law,Safe,synthetic_augmented_v2,A clear bilateral notice mechanism is generally easier to administer and verify.,"≤₹3,500",general_law,False
DEL-NL-026-V2,Failure to respond to a termination notice shall not by itself extend the tenancy.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v2,Notice and lock-in provisions are primarily contractual outside an applicable statutory regime.,"₹3,501–₹15,000",contractual,False
DEL-NL-027-V2,Landlord may reject a termination notice solely because a replacement tenant has not yet been found.,delhi,notice_lockin,above_3500,statutory,High Risk,synthetic_augmented_v2,A unilateral termination power or unclear lock-in consequence can materially increase tenant risk.,"₹15,001–₹30,000",statutory,True
DEL-NL-028-V2,"The notice period begins on the date the notice is received, not the date it is sent.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause requires the applicable tenancy regime and surrounding agreement to determine the legal effect.,">₹30,000",market_deviation,False
DEL-NL-029-V2,Tenant shall remain responsible for rent through the notice period unless a mutually agreed earlier possession date is documented.,delhi,notice_lockin,le_3500,general_law,Safe,synthetic_augmented_v2,A clear bilateral notice mechanism is generally easier to administer and verify.,"≤₹3,500",general_law,False
DEL-NL-030-V2,Either party may terminate after the first year with forty-five days' notice.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v2,Notice and lock-in provisions are primarily contractual outside an applicable statutory regime.,"₹3,501–₹15,000",contractual,False
DEL-NL-031-V2,The lock-in clause does not apply if the landlord fails to provide agreed essential services.,delhi,notice_lockin,above_3500,statutory,High Risk,synthetic_augmented_v2,A unilateral termination power or unclear lock-in consequence can materially increase tenant risk.,"₹15,001–₹30,000",statutory,True
DEL-NL-032-V2,Notice delivered to the property manager shall be treated as notice to the landlord.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause requires the applicable tenancy regime and surrounding agreement to determine the legal effect.,">₹30,000",market_deviation,False
DEL-NL-033-V2,Tenant must give three months' notice regardless of whether the tenancy is month-to-month or fixed-term.,delhi,notice_lockin,le_3500,general_law,Safe,synthetic_augmented_v2,A clear bilateral notice mechanism is generally easier to administer and verify.,"≤₹3,500",general_law,False
DEL-NL-034-V2,Termination requires both a written notice and completion of a joint move-out inspection.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v2,Notice and lock-in provisions are primarily contractual outside an applicable statutory regime.,"₹3,501–₹15,000",contractual,False
DEL-NL-035-V2,The agreement states that notice is required but leaves the exact notice period blank.,delhi,notice_lockin,above_3500,statutory,High Risk,synthetic_augmented_v2,A unilateral termination power or unclear lock-in consequence can materially increase tenant risk.,"₹15,001–₹30,000",statutory,True
DEL-MR-001-V2,"Tenant shall pay routine electricity, water, and internet charges based on actual consumption.",delhi,maintenance,le_3500,general_law,Safe,synthetic_augmented_v2,"Clear allocation between ordinary maintenance, tenant-caused damage, and structural repairs reduces dispute risk.","≤₹3,500",general_law,False
DEL-MR-002-V2,Landlord shall remain responsible for structural repairs and replacement of major plumbing lines.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause is primarily contractual and should be read with the property's condition and agreement.,"₹3,501–₹15,000",contractual,False
DEL-MR-003-V2,Tenant shall repair any damage caused by misuse by the tenant or the tenant's guests.,delhi,maintenance,above_3500,statutory,High Risk,synthetic_augmented_v2,A blanket transfer of all structural or major repair costs to the tenant can create substantial contractual risk.,"₹15,001–₹30,000",statutory,True
DEL-MR-004-V2,"All repairs costing more than ₹5,000 shall require landlord approval before work is commissioned.",delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,Ambiguity over who pays for a repair is a practical dispute risk even when it is not itself a statutory violation.,">₹30,000",market_deviation,False
DEL-MR-005-V2,Tenant shall arrange routine servicing of air-conditioners installed for the tenant's exclusive use.,delhi,maintenance,le_3500,general_law,Safe,synthetic_augmented_v2,"Clear allocation between ordinary maintenance, tenant-caused damage, and structural repairs reduces dispute risk.","≤₹3,500",general_law,False
DEL-MR-006-V2,Landlord may enter the premises at any time to inspect maintenance work without prior notice.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause is primarily contractual and should be read with the property's condition and agreement.,"₹3,501–₹15,000",contractual,False
DEL-MR-007-V2,Tenant shall notify the landlord promptly after discovering a material leak or electrical fault.,delhi,maintenance,above_3500,statutory,High Risk,synthetic_augmented_v2,A blanket transfer of all structural or major repair costs to the tenant can create substantial contractual risk.,"₹15,001–₹30,000",statutory,True
DEL-MR-008-V2,Normal wear and tear shall not be treated as tenant-caused damage.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,Ambiguity over who pays for a repair is a practical dispute risk even when it is not itself a statutory violation.,">₹30,000",market_deviation,False
DEL-MR-009-V2,Landlord shall reimburse emergency repair costs where the tenant could not reasonably obtain prior approval.,delhi,maintenance,le_3500,general_law,Safe,synthetic_augmented_v2,"Clear allocation between ordinary maintenance, tenant-caused damage, and structural repairs reduces dispute risk.","≤₹3,500",general_law,False
DEL-MR-010-V2,Tenant shall bear the cost of replacing the building's main electrical meter whenever it fails.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause is primarily contractual and should be read with the property's condition and agreement.,"₹3,501–₹15,000",contractual,False
DEL-MR-011-V2,"Landlord shall maintain the building's roof, external walls, and structural systems.",delhi,maintenance,above_3500,statutory,High Risk,synthetic_augmented_v2,A blanket transfer of all structural or major repair costs to the tenant can create substantial contractual risk.,"₹15,001–₹30,000",statutory,True
DEL-MR-012-V2,"Tenant shall pay a fixed monthly maintenance fee in addition to rent, but the agreement gives no description of services.",delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,Ambiguity over who pays for a repair is a practical dispute risk even when it is not itself a statutory violation.,">₹30,000",market_deviation,False
DEL-MR-013-V2,Maintenance charges may be increased by the landlord whenever building expenses increase.,delhi,maintenance,le_3500,general_law,Safe,synthetic_augmented_v2,"Clear allocation between ordinary maintenance, tenant-caused damage, and structural repairs reduces dispute risk.","≤₹3,500",general_law,False
DEL-MR-014-V2,Tenant shall keep the interior reasonably clean and dispose of household waste in accordance with society rules.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause is primarily contractual and should be read with the property's condition and agreement.,"₹3,501–₹15,000",contractual,False
DEL-MR-015-V2,Landlord shall be responsible for defects existing before possession unless they were disclosed and accepted in writing.,delhi,maintenance,above_3500,statutory,High Risk,synthetic_augmented_v2,A blanket transfer of all structural or major repair costs to the tenant can create substantial contractual risk.,"₹15,001–₹30,000",statutory,True
DEL-MR-016-V2,"Tenant must obtain three quotations before carrying out any repair exceeding ₹2,500.",delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,Ambiguity over who pays for a repair is a practical dispute risk even when it is not itself a statutory violation.,">₹30,000",market_deviation,False
DEL-MR-017-V2,Emergency repairs may be undertaken without prior consent where delay could cause material damage.,delhi,maintenance,le_3500,general_law,Safe,synthetic_augmented_v2,"Clear allocation between ordinary maintenance, tenant-caused damage, and structural repairs reduces dispute risk.","≤₹3,500",general_law,False
DEL-MR-018-V2,Landlord shall not charge the tenant for ordinary ageing of fixtures.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause is primarily contractual and should be read with the property's condition and agreement.,"₹3,501–₹15,000",contractual,False
DEL-MR-019-V2,"Tenant shall replace all light bulbs, regardless of whether failure results from normal use.",delhi,maintenance,above_3500,statutory,High Risk,synthetic_augmented_v2,A blanket transfer of all structural or major repair costs to the tenant can create substantial contractual risk.,"₹15,001–₹30,000",statutory,True
DEL-MR-020-V2,Building-wide maintenance shall be allocated according to the agreed monthly maintenance schedule.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,Ambiguity over who pays for a repair is a practical dispute risk even when it is not itself a statutory violation.,">₹30,000",market_deviation,False
DEL-MR-021-V2,Tenant shall not engage an unlicensed contractor for electrical or gas-related work.,delhi,maintenance,le_3500,general_law,Safe,synthetic_augmented_v2,"Clear allocation between ordinary maintenance, tenant-caused damage, and structural repairs reduces dispute risk.","≤₹3,500",general_law,False
DEL-MR-022-V2,Landlord may deduct repair costs from the deposit only where the damage is attributable to the tenant.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause is primarily contractual and should be read with the property's condition and agreement.,"₹3,501–₹15,000",contractual,False
DEL-MR-023-V2,"Tenant is responsible for routine pest-control treatment caused by tenant housekeeping, while structural infestation remains the landlord's responsibility.",delhi,maintenance,above_3500,statutory,High Risk,synthetic_augmented_v2,A blanket transfer of all structural or major repair costs to the tenant can create substantial contractual risk.,"₹15,001–₹30,000",statutory,True
DEL-MR-024-V2,Any maintenance dispute shall be documented with photographs and invoices before a deposit deduction is made.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,Ambiguity over who pays for a repair is a practical dispute risk even when it is not itself a statutory violation.,">₹30,000",market_deviation,False
DEL-MR-025-V2,Landlord shall repair major water seepage within a reasonable period after receiving written notice.,delhi,maintenance,le_3500,general_law,Safe,synthetic_augmented_v2,"Clear allocation between ordinary maintenance, tenant-caused damage, and structural repairs reduces dispute risk.","≤₹3,500",general_law,False
DEL-MR-026-V2,Tenant shall not make structural alterations without prior written permission.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause is primarily contractual and should be read with the property's condition and agreement.,"₹3,501–₹15,000",contractual,False
DEL-MR-027-V2,Routine servicing of landlord-owned appliances shall be the landlord's responsibility unless damage was caused by misuse.,delhi,maintenance,above_3500,statutory,High Risk,synthetic_augmented_v2,A blanket transfer of all structural or major repair costs to the tenant can create substantial contractual risk.,"₹15,001–₹30,000",statutory,True
DEL-MR-028-V2,Tenant shall pay for locksmith services where keys are lost due to tenant negligence.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,Ambiguity over who pays for a repair is a practical dispute risk even when it is not itself a statutory violation.,">₹30,000",market_deviation,False
DEL-MR-029-V2,Landlord may recover actual costs of repairs caused by the tenant but shall not impose an unrelated penalty.,delhi,maintenance,le_3500,general_law,Safe,synthetic_augmented_v2,"Clear allocation between ordinary maintenance, tenant-caused damage, and structural repairs reduces dispute risk.","≤₹3,500",general_law,False
DEL-MR-030-V2,Maintenance responsibility for the washing machine is not specified in the agreement.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause is primarily contractual and should be read with the property's condition and agreement.,"₹3,501–₹15,000",contractual,False
DEL-MR-031-V2,Tenant shall allow access for necessary repairs after reasonable advance notice.,delhi,maintenance,above_3500,statutory,High Risk,synthetic_augmented_v2,A blanket transfer of all structural or major repair costs to the tenant can create substantial contractual risk.,"₹15,001–₹30,000",statutory,True
DEL-MR-032-V2,"Landlord shall maintain common areas, while tenant shall maintain the leased interior.",delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,Ambiguity over who pays for a repair is a practical dispute risk even when it is not itself a statutory violation.,">₹30,000",market_deviation,False
DEL-MR-033-V2,"Tenant shall bear every maintenance expense, including structural repairs, irrespective of cause.",delhi,maintenance,le_3500,general_law,Safe,synthetic_augmented_v2,"Clear allocation between ordinary maintenance, tenant-caused damage, and structural repairs reduces dispute risk.","≤₹3,500",general_law,False
DEL-MR-034-V2,Emergency access is permitted where immediate entry is reasonably necessary to prevent serious property damage.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v2,The clause is primarily contractual and should be read with the property's condition and agreement.,"₹3,501–₹15,000",contractual,False
DEL-MR-035-V2,Landlord shall provide receipts for reimbursable maintenance expenses requested from the tenant.,delhi,maintenance,above_3500,statutory,High Risk,synthetic_augmented_v2,A blanket transfer of all structural or major repair costs to the tenant can create substantial contractual risk.,"₹15,001–₹30,000",statutory,True
DEL-RE-001-V2,Rent shall remain unchanged for the first twelve months of the tenancy.,delhi,rent_escalation,le_3500,statutory,Safe,synthetic_augmented_v2,A defined escalation formula with an effective date and notice mechanism is comparatively clear.,"≤₹3,500",statutory,False
DEL-RE-002-V2,"After every three-year period, rent may be increased by ten per cent by written notice.",delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,"For DRCA-covered premises, the statutory regime must be checked before applying a contractual escalation.","₹3,501–₹15,000",contractual,False
DEL-RE-003-V2,Rent shall increase by five per cent on each anniversary of the agreement.,delhi,rent_escalation,above_3500,general_law,High Risk,synthetic_augmented_v2,"For premises outside that regime, the amount may be contractual or a market outlier rather than automatically unlawful.","₹15,001–₹30,000",general_law,False
DEL-RE-004-V2,Landlord may increase rent by any amount whenever local market rents rise.,delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,Undefined market-linked escalation creates uncertainty because the calculation method is not objectively stated.,">₹30,000",market_deviation,False
DEL-RE-005-V2,Any rent revision must be recorded in a written amendment signed by both parties.,delhi,rent_escalation,le_3500,statutory,Safe,synthetic_augmented_v2,A defined escalation formula with an effective date and notice mechanism is comparatively clear.,"≤₹3,500",statutory,False
DEL-RE-006-V2,"Rent shall increase by ₹2,000 per month beginning on the second anniversary.",delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,"For DRCA-covered premises, the statutory regime must be checked before applying a contractual escalation.","₹3,501–₹15,000",contractual,False
DEL-RE-007-V2,The escalation percentage is capped at eight per cent per year.,delhi,rent_escalation,above_3500,general_law,High Risk,synthetic_augmented_v2,"For premises outside that regime, the amount may be contractual or a market outlier rather than automatically unlawful.","₹15,001–₹30,000",general_law,False
DEL-RE-008-V2,"Rent may be revised after the fixed term expires, subject to the parties' written agreement.",delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,Undefined market-linked escalation creates uncertainty because the calculation method is not objectively stated.,">₹30,000",market_deviation,False
DEL-RE-009-V2,Landlord shall provide thirty days' written notice of any contractual rent increase.,delhi,rent_escalation,le_3500,statutory,Safe,synthetic_augmented_v2,A defined escalation formula with an effective date and notice mechanism is comparatively clear.,"≤₹3,500",statutory,False
DEL-RE-010-V2,The agreement permits a rent increase but does not state the percentage or effective date.,delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,"For DRCA-covered premises, the statutory regime must be checked before applying a contractual escalation.","₹3,501–₹15,000",contractual,False
DEL-RE-011-V2,"Rent shall increase automatically by ten per cent every three years, subject to any applicable statutory requirements.",delhi,rent_escalation,above_3500,general_law,High Risk,synthetic_augmented_v2,"For premises outside that regime, the amount may be contractual or a market outlier rather than automatically unlawful.","₹15,001–₹30,000",general_law,False
DEL-RE-012-V2,No rent increase shall take effect during a fixed term unless both parties agree in writing.,delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,Undefined market-linked escalation creates uncertainty because the calculation method is not objectively stated.,">₹30,000",market_deviation,False
DEL-RE-013-V2,Market-linked escalation shall use the published rental index identified in Schedule B.,delhi,rent_escalation,le_3500,statutory,Safe,synthetic_augmented_v2,A defined escalation formula with an effective date and notice mechanism is comparatively clear.,"≤₹3,500",statutory,False
DEL-RE-014-V2,Rent may be increased after renewal but not retrospectively for months already completed.,delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,"For DRCA-covered premises, the statutory regime must be checked before applying a contractual escalation.","₹3,501–₹15,000",contractual,False
DEL-RE-015-V2,Any revised rent must be accompanied by an updated payment schedule.,delhi,rent_escalation,above_3500,general_law,High Risk,synthetic_augmented_v2,"For premises outside that regime, the amount may be contractual or a market outlier rather than automatically unlawful.","₹15,001–₹30,000",general_law,False
DEL-RE-016-V2,"Landlord may impose an additional monthly charge whenever society maintenance rises, without changing the stated rent.",delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,Undefined market-linked escalation creates uncertainty because the calculation method is not objectively stated.,">₹30,000",market_deviation,False
DEL-RE-017-V2,Rent shall rise by three per cent after the first year and six per cent after the second year.,delhi,rent_escalation,le_3500,statutory,Safe,synthetic_augmented_v2,A defined escalation formula with an effective date and notice mechanism is comparatively clear.,"≤₹3,500",statutory,False
DEL-RE-018-V2,"The parties may renegotiate rent at renewal, but neither party is bound to accept a proposed amount.",delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,"For DRCA-covered premises, the statutory regime must be checked before applying a contractual escalation.","₹3,501–₹15,000",contractual,False
DEL-RE-019-V2,Rent escalation is suspended while the landlord is in material breach of essential repair obligations.,delhi,rent_escalation,above_3500,general_law,High Risk,synthetic_augmented_v2,"For premises outside that regime, the amount may be contractual or a market outlier rather than automatically unlawful.","₹15,001–₹30,000",general_law,False
DEL-RE-020-V2,"Any escalation notice shall state the old rent, revised rent, percentage change, and effective date.",delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,Undefined market-linked escalation creates uncertainty because the calculation method is not objectively stated.,">₹30,000",market_deviation,False
DEL-RE-021-V2,Rent shall be revised to the prevailing market rate at the landlord's sole discretion.,delhi,rent_escalation,le_3500,statutory,Safe,synthetic_augmented_v2,A defined escalation formula with an effective date and notice mechanism is comparatively clear.,"≤₹3,500",statutory,False
DEL-RE-022-V2,The annual escalation applies only after the tenant has completed the initial lock-in.,delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,"For DRCA-covered premises, the statutory regime must be checked before applying a contractual escalation.","₹3,501–₹15,000",contractual,False
DEL-RE-023-V2,"Rent shall be increased by ten per cent once every three years, with the contractual notice mechanism preserved.",delhi,rent_escalation,above_3500,general_law,High Risk,synthetic_augmented_v2,"For premises outside that regime, the amount may be contractual or a market outlier rather than automatically unlawful.","₹15,001–₹30,000",general_law,False
DEL-RE-024-V2,Any increase in rent must comply with the tenancy regime applicable to the premises at the relevant time.,delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,Undefined market-linked escalation creates uncertainty because the calculation method is not objectively stated.,">₹30,000",market_deviation,False
DEL-RE-025-V2,"Rent shall increase by ₹5,000 after renewal regardless of the rent then being paid.",delhi,rent_escalation,le_3500,statutory,Safe,synthetic_augmented_v2,A defined escalation formula with an effective date and notice mechanism is comparatively clear.,"≤₹3,500",statutory,False
DEL-RE-026-V2,An escalation clause shall not permit a retrospective demand for increases from prior months.,delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,"For DRCA-covered premises, the statutory regime must be checked before applying a contractual escalation.","₹3,501–₹15,000",contractual,False
DEL-RE-027-V2,The landlord may propose a rent increase at renewal and the tenant may accept or reject it.,delhi,rent_escalation,above_3500,general_law,High Risk,synthetic_augmented_v2,"For premises outside that regime, the amount may be contractual or a market outlier rather than automatically unlawful.","₹15,001–₹30,000",general_law,False
DEL-RE-028-V2,Rent remains fixed unless the agreement is renewed for another term.,delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,Undefined market-linked escalation creates uncertainty because the calculation method is not objectively stated.,">₹30,000",market_deviation,False
DEL-RE-029-V2,An escalation clause tied to an undefined 'market rate' requires clarification before it can be applied reliably.,delhi,rent_escalation,le_3500,statutory,Safe,synthetic_augmented_v2,A defined escalation formula with an effective date and notice mechanism is comparatively clear.,"≤₹3,500",statutory,False
DEL-RE-030-V2,"Rent shall increase by six per cent annually, provided the tenant receives written notice before the increase takes effect.",delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,"For DRCA-covered premises, the statutory regime must be checked before applying a contractual escalation.","₹3,501–₹15,000",contractual,False
DEL-RE-031-V2,Any rent increase must be reflected in receipts issued after the effective date.,delhi,rent_escalation,above_3500,general_law,High Risk,synthetic_augmented_v2,"For premises outside that regime, the amount may be contractual or a market outlier rather than automatically unlawful.","₹15,001–₹30,000",general_law,False
DEL-RE-032-V2,Landlord may increase rent immediately upon a change in ownership of the property.,delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,Undefined market-linked escalation creates uncertainty because the calculation method is not objectively stated.,">₹30,000",market_deviation,False
DEL-RE-033-V2,"Rent escalation shall not be confused with separate, documented reimbursement of agreed utility charges.",delhi,rent_escalation,le_3500,statutory,Safe,synthetic_augmented_v2,A defined escalation formula with an effective date and notice mechanism is comparatively clear.,"≤₹3,500",statutory,False
DEL-RE-034-V2,The parties agree that the escalation formula in Schedule A forms part of the tenancy agreement.,delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v2,"For DRCA-covered premises, the statutory regime must be checked before applying a contractual escalation.","₹3,501–₹15,000",contractual,False
DEL-RE-035-V2,"Rent increases shall be calculated from the immediately preceding rent, not the original rent.",delhi,rent_escalation,above_3500,general_law,High Risk,synthetic_augmented_v2,"For premises outside that regime, the amount may be contractual or a market outlier rather than automatically unlawful.","₹15,001–₹30,000",general_law,False
DEL-TE-001-V2,Landlord may recover possession only in accordance with the agreement and applicable law.,delhi,termination_eviction,le_3500,statutory,Safe,synthetic_augmented_v2,"Possession clauses should be evaluated against the applicable legal process, not only the contract wording.","≤₹3,500",statutory,False
DEL-TE-002-V2,Tenant shall hand over vacant possession on the agreed expiry date unless the tenancy is renewed.,delhi,termination_eviction,above_3500,general_law,Caution,synthetic_augmented_v2,"Self-help eviction, lock changes, or utility disconnection to force vacating create serious legal and practical risk.","₹3,501–₹15,000",general_law,False
DEL-TE-003-V2,Landlord may change the locks immediately if rent is unpaid for seven days.,delhi,termination_eviction,above_3500,market_convention,High Risk,synthetic_augmented_v2,"A lawful termination mechanism is safer when it identifies grounds, notice, and handover procedure.","₹15,001–₹30,000",contractual,False
DEL-TE-004-V2,Tenant shall not be removed from the premises by self-help measures.,delhi,termination_eviction,above_3500,market_convention,Caution,synthetic_augmented_v2,The exact effect depends on whether the premises fall within a special rent-control regime.,">₹30,000",market_deviation,False
DEL-TE-005-V2,Any recovery of possession shall follow the legal process applicable to the tenancy.,delhi,termination_eviction,le_3500,statutory,Safe,synthetic_augmented_v2,"Possession clauses should be evaluated against the applicable legal process, not only the contract wording.","≤₹3,500",statutory,False
DEL-TE-006-V2,Landlord may terminate for material non-payment after giving the tenant the contractual cure period.,delhi,termination_eviction,above_3500,general_law,Caution,synthetic_augmented_v2,"Self-help eviction, lock changes, or utility disconnection to force vacating create serious legal and practical risk.","₹3,501–₹15,000",general_law,False
DEL-TE-007-V2,Tenant shall vacate immediately upon receiving an oral demand from the landlord.,delhi,termination_eviction,above_3500,market_convention,High Risk,synthetic_augmented_v2,"A lawful termination mechanism is safer when it identifies grounds, notice, and handover procedure.","₹15,001–₹30,000",contractual,False
DEL-TE-008-V2,Landlord may enter and remove the tenant's belongings after termination without court involvement.,delhi,termination_eviction,above_3500,market_convention,Caution,synthetic_augmented_v2,The exact effect depends on whether the premises fall within a special rent-control regime.,">₹30,000",market_deviation,False
DEL-TE-009-V2,Possession shall be handed over against a signed handover record.,delhi,termination_eviction,le_3500,statutory,Safe,synthetic_augmented_v2,"Possession clauses should be evaluated against the applicable legal process, not only the contract wording.","≤₹3,500",statutory,False
DEL-TE-010-V2,"Where a material breach is capable of remedy, the tenant shall receive a reasonable opportunity to cure it.",delhi,termination_eviction,above_3500,general_law,Caution,synthetic_augmented_v2,"Self-help eviction, lock changes, or utility disconnection to force vacating create serious legal and practical risk.","₹3,501–₹15,000",general_law,False
DEL-TE-011-V2,Landlord may terminate the agreement if the premises are used for an expressly prohibited purpose.,delhi,termination_eviction,above_3500,market_convention,High Risk,synthetic_augmented_v2,"A lawful termination mechanism is safer when it identifies grounds, notice, and handover procedure.","₹15,001–₹30,000",contractual,False
DEL-TE-012-V2,Tenant's belongings remaining after handover shall be handled according to the agreed procedure and applicable law.,delhi,termination_eviction,above_3500,market_convention,Caution,synthetic_augmented_v2,The exact effect depends on whether the premises fall within a special rent-control regime.,">₹30,000",market_deviation,False
DEL-TE-013-V2,Landlord may disconnect essential utilities to compel the tenant to vacate.,delhi,termination_eviction,le_3500,statutory,Safe,synthetic_augmented_v2,"Possession clauses should be evaluated against the applicable legal process, not only the contract wording.","≤₹3,500",statutory,False
DEL-TE-014-V2,Termination shall not extinguish accrued payment or repair obligations that survive under the agreement.,delhi,termination_eviction,above_3500,general_law,Caution,synthetic_augmented_v2,"Self-help eviction, lock changes, or utility disconnection to force vacating create serious legal and practical risk.","₹3,501–₹15,000",general_law,False
DEL-TE-015-V2,"The tenant shall return all keys, access cards, and remote controls at handover.",delhi,termination_eviction,above_3500,market_convention,High Risk,synthetic_augmented_v2,"A lawful termination mechanism is safer when it identifies grounds, notice, and handover procedure.","₹15,001–₹30,000",contractual,False
DEL-TE-016-V2,Landlord may seek recovery of possession on grounds recognized by the applicable statutory regime.,delhi,termination_eviction,above_3500,market_convention,Caution,synthetic_augmented_v2,The exact effect depends on whether the premises fall within a special rent-control regime.,">₹30,000",market_deviation,False
